0	2446	0	1.0
0	3292	0	1.0
0	4677	0	1.0
1	3081	0	1.0
1	3327	0	1.0
1	4005	0	1.0
2	2560	0	1.0
2	4256	0	1.0
2	4418	0	1.0
3	2549	0	1.0
3	3358	0	1.0
3	4567	0	1.0
4	2666	0	1.0
4	4094	0	1.0
4	4311	0	1.0
5	3078	0	1.0
5	3123	0	1.0
5	3512	0	1.0
6	2388	0	1.0
6	2771	0	1.0
6	3651	0	1.0
7	2536	0	1.0
7	4213	0	1.0
7	4335	0	1.0
8	2138	0	1.0
8	3021	0	1.0
8	3548	0	1.0
9	2916	0	1.0
9	3494	0	1.0
9	3713	0	1.0
10	4256	0	1.0
10	2963	0	1.0
10	3737	0	1.0
11	3081	0	1.0
11	3327	0	1.0
11	4005	0	1.0
12	3327	0	1.0
12	4281	0	1.0
12	4579	0	1.0
13	3021	0	1.0
13	2569	0	1.0
13	3007	0	1.0
14	2631	0	1.0
14	4061	0	1.0
14	4090	0	1.0
15	2536	0	1.0
15	4213	0	1.0
15	4335	0	1.0
16	3327	0	1.0
16	4299	0	1.0
16	4426	0	1.0
17	3850	0	1.0
17	3953	0	1.0
17	4683	0	1.0
18	2217	0	1.0
18	2546	0	1.0
18	2850	0	1.0
19	3700	0	1.0
19	4341	0	1.0
19	4690	0	1.0
20	2882	0	1.0
20	3911	0	1.0
20	4516	0	1.0
21	2975	0	1.0
21	3430	0	1.0
21	3574	0	1.0
22	4213	0	1.0
22	4335	0	1.0
22	2534	0	1.0
23	2163	0	1.0
23	3587	0	1.0
23	4471	0	1.0
24	2441	0	1.0
24	3383	0	1.0
24	3998	0	1.0
25	4256	0	1.0
25	2146	0	1.0
25	3019	0	1.0
26	3078	0	1.0
26	3123	0	1.0
26	3512	0	1.0
27	4213	0	1.0
27	2758	0	1.0
27	3330	0	1.0
28	2643	0	1.0
28	3042	0	1.0
28	3465	0	1.0
29	4351	0	1.0
29	4436	0	1.0
29	4608	0	1.0
30	2971	0	1.0
30	3485	0	1.0
30	4122	0	1.0
31	3465	0	1.0
31	2362	0	1.0
31	4409	0	1.0
32	2217	0	1.0
32	2850	0	1.0
32	2293	0	1.0
33	3122	0	1.0
33	3198	0	1.0
33	3990	0	1.0
34	4516	0	1.0
34	2808	0	1.0
34	3286	0	1.0
35	4289	0	1.0
35	4472	0	1.0
35	4498	0	1.0
36	2762	0	1.0
36	3319	0	1.0
36	4566	0	1.0
37	2549	0	1.0
37	2441	0	1.0
37	2596	0	1.0
38	3176	0	1.0
38	4047	0	1.0
38	4648	0	1.0
39	2390	0	1.0
39	3887	0	1.0
39	4058	0	1.0
40	4061	0	1.0
40	3042	0	1.0
40	3223	0	1.0
41	2324	0	1.0
41	2434	0	1.0
41	3966	0	1.0
42	3574	0	1.0
42	2831	0	1.0
42	4435	0	1.0
43	3106	0	1.0
43	4144	0	1.0
43	4170	0	1.0
44	2502	0	1.0
44	2581	0	1.0
44	3540	0	1.0
45	2971	0	1.0
45	3485	0	1.0
45	3580	0	1.0
46	3005	0	1.0
46	3258	0	1.0
46	4138	0	1.0
47	2101	0	1.0
47	3084	0	1.0
47	4074	0	1.0
48	3319	0	1.0
48	3401	0	1.0
48	3461	0	1.0
49	3645	0	1.0
49	3795	0	1.0
49	4404	0	1.0
50	2639	0	1.0
50	3976	0	1.0
50	4614	0	1.0
51	3586	0	1.0
51	3987	0	1.0
51	4571	0	1.0
52	2588	0	1.0
52	2942	0	1.0
52	4232	0	1.0
53	2495	0	1.0
53	2812	0	1.0
53	3873	0	1.0
54	2560	0	1.0
54	2163	0	1.0
54	2477	0	1.0
55	3223	0	1.0
55	3817	0	1.0
55	4605	0	1.0
56	2549	0	1.0
56	3014	0	1.0
56	3899	0	1.0
57	3319	0	1.0
57	2723	0	1.0
57	3242	0	1.0
58	2200	0	1.0
58	4118	0	1.0
58	4423	0	1.0
59	4213	0	1.0
59	3330	0	1.0
59	3198	0	1.0
60	4138	0	1.0
60	2529	0	1.0
60	2567	0	1.0
61	4683	0	1.0
61	2294	0	1.0
61	4297	0	1.0
62	2403	0	1.0
62	3255	0	1.0
62	4279	0	1.0
63	4683	0	1.0
63	3057	0	1.0
63	4228	0	1.0
64	3899	0	1.0
64	3266	0	1.0
64	4438	0	1.0
65	3535	0	1.0
65	3965	0	1.0
65	4561	0	1.0
66	3194	0	1.0
66	4185	0	1.0
66	4727	0	1.0
67	3358	0	1.0
67	2731	0	1.0
67	3568	0	1.0
68	2200	0	1.0
68	3878	0	1.0
68	4089	0	1.0
69	4335	0	1.0
69	2348	0	1.0
69	2936	0	1.0
70	4213	0	1.0
70	4335	0	1.0
70	3330	0	1.0
71	2536	0	1.0
71	4299	0	1.0
71	3517	0	1.0
72	2227	0	1.0
72	4305	0	1.0
72	4369	0	1.0
73	3383	0	1.0
73	2942	0	1.0
73	3515	0	1.0
74	2173	0	1.0
74	2363	0	1.0
74	4478	0	1.0
75	2475	0	1.0
75	3272	0	1.0
75	3450	0	1.0
76	4335	0	1.0
76	2534	0	1.0
76	3012	0	1.0
77	3333	0	1.0
77	3443	0	1.0
77	3726	0	1.0
78	3383	0	1.0
78	2531	0	1.0
78	4521	0	1.0
79	2112	0	1.0
79	2633	0	1.0
79	2644	0	1.0
80	3083	0	1.0
80	3285	0	1.0
80	4328	0	1.0
81	3378	0	1.0
81	4357	0	1.0
81	4661	0	1.0
82	3651	0	1.0
82	2471	0	1.0
82	3947	0	1.0
83	4648	0	1.0
83	2392	0	1.0
83	2751	0	1.0
84	2242	0	1.0
84	3655	0	1.0
84	3765	0	1.0
85	3358	0	1.0
85	4567	0	1.0
85	3574	0	1.0
86	2282	0	1.0
86	3702	0	1.0
86	4386	0	1.0
87	4047	0	1.0
87	4648	0	1.0
87	3350	0	1.0
88	2390	0	1.0
88	3166	0	1.0
88	3389	0	1.0
89	3223	0	1.0
89	3987	0	1.0
89	3817	0	1.0
90	3951	0	1.0
90	3996	0	1.0
90	4208	0	1.0
91	3266	0	1.0
91	2209	0	1.0
91	3870	0	1.0
92	2858	0	1.0
92	3410	0	1.0
92	4275	0	1.0
93	2451	0	1.0
93	2755	0	1.0
93	4280	0	1.0
94	3078	0	1.0
94	2842	0	1.0
94	3756	0	1.0
95	3104	0	1.0
95	3218	0	1.0
95	3665	0	1.0
96	3485	0	1.0
96	3838	0	1.0
96	4725	0	1.0
97	2227	0	1.0
97	2254	0	1.0
97	2408	0	1.0
98	4683	0	1.0
98	2510	0	1.0
98	2810	0	1.0
99	4683	0	1.0
99	2172	0	1.0
99	4700	0	1.0
100	3327	0	1.0
100	2567	0	1.0
100	2690	0	1.0
101	3319	0	1.0
101	2410	0	1.0
101	3155	0	1.0
102	2549	0	1.0
102	3587	0	1.0
102	3899	0	1.0
103	2336	0	1.0
103	2486	0	1.0
103	3102	0	1.0
104	4121	0	1.0
104	4231	0	1.0
104	4439	0	1.0
105	3042	0	1.0
105	4289	0	1.0
105	2757	0	1.0
106	2594	0	1.0
106	2873	0	1.0
106	3970	0	1.0
107	3361	0	1.0
107	3608	0	1.0
107	3773	0	1.0
108	2642	0	1.0
108	3020	0	1.0
108	4434	0	1.0
109	2536	0	1.0
109	2254	0	1.0
109	3914	0	1.0
110	4567	0	1.0
110	2510	0	1.0
110	4734	0	1.0
111	2536	0	1.0
111	2254	0	1.0
111	3914	0	1.0
112	2529	0	1.0
112	2747	0	1.0
112	3127	0	1.0
113	3456	0	1.0
113	3955	0	1.0
113	4093	0	1.0
114	3587	0	1.0
114	2816	0	1.0
114	3595	0	1.0
115	3327	0	1.0
115	2529	0	1.0
115	2567	0	1.0
116	4561	0	1.0
116	3235	0	1.0
116	4350	0	1.0
117	2254	0	1.0
117	2275	0	1.0
117	4394	0	1.0
118	2560	0	1.0
118	2163	0	1.0
118	2477	0	1.0
119	3758	0	1.0
119	4004	0	1.0
119	4197	0	1.0
120	2942	0	1.0
120	2227	0	1.0
120	3861	0	1.0
121	2109	0	1.0
121	3964	0	1.0
121	4363	0	1.0
122	4561	0	1.0
122	2810	0	1.0
122	4084	0	1.0
123	2495	0	1.0
123	3109	0	1.0
123	3741	0	1.0
124	2635	0	1.0
124	2828	0	1.0
124	4563	0	1.0
125	3430	0	1.0
125	3042	0	1.0
125	2702	0	1.0
126	3418	0	1.0
126	4603	0	1.0
126	4718	0	1.0
127	2486	0	1.0
127	3102	0	1.0
127	3723	0	1.0
128	2590	0	1.0
128	4189	0	1.0
128	4548	0	1.0
129	2798	0	1.0
129	3427	0	1.0
129	4722	0	1.0
130	4436	0	1.0
